Recall,Precision
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.25,0.047619
0.25,0.0454545
0.25,0.0434783
0.25,0.0416667
0.25,0.04
0.25,0.0384615
0.25,0.037037
0.25,0.0357143
0.25,0.0344828
0.5,0.0666667
0.5,0.0645161
0.75,0.09375
1,0.121212
1,0.117647
1,0.114286
1,0.111111
