Recall,Precision
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.333333,0.0555556
0.333333,0.0526316
0.666667,0.1
0.666667,0.0952381
0.666667,0.0909091
1,0.130435
1,0.125
1,0.12
1,0.115385
1,0.111111
1,0.107143
1,0.103448
1,0.1
1,0.0967742
1,0.09375
1,0.0909091
1,0.0882353
1,0.0857143
1,0.0833333
