Precision,Recall
0.988889,0.0833333
0.989011,0.0833333
0.978261,0.166667
0.978495,0.166667
0.978723,0.166667
0.978947,0.166667
0.979167,0.166667
0.979381,0.166667
0.969388,0.25
0.959596,0.333333
0.95,0.416667
0.950495,0.416667
0.941176,0.5
0.932039,0.583333
0.923077,0.666667
0.92381,0.666667
0.915094,0.75
0.906542,0.833333
0.907407,0.833333
0.908257,0.833333
0.9,0.916667
0.900901,0.916667
0.892857,1
0.893805,1
0.894737,1
0.895652,1
0.896552,1
0.897436,1
0.898305,1
0.89916,1
0.9,1
