Recall,Precision
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0.333333,0.956522
0.666667,0.916667
0.666667,0.92
0.666667,0.923077
0.666667,0.925926
0.666667,0.925926
0.666667,0.928571
0.666667,0.931034
0.666667,0.931034
