Recall,Precision
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0.333333,0.923077
0.333333,0.933333
0.333333,0.9375
0.333333,0.941176
0.333333,0.947368
0.333333,0.95
0.333333,0.954545
0.333333,0.958333
0.333333,0.96
0.666667,0.923077
0.666667,0.928571
0.666667,0.931034
0.666667,0.931034
